"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2025,"Leicester City","Premier League","opponent",32,38,21079,19351,1667,453,60,133,751,686,230,130,48,1,17576,61,363,"https://fbref.com/en/squads/a2d435b3/2024-2025/Leicester-City-Stats"
2025,"Lens","Ligue 1","team",33,34,18173,16605,1484,396,59,78,706,628,186,87,71,0,14837,84,346,"https://fbref.com/en/squads/fd4e0f7d/2024-2025/Lens-Stats"
2025,"Lens","Ligue 1","opponent",33,34,15716,14079,1605,554,37,51,473,602,127,52,36,0,12550,32,307,"https://fbref.com/en/squads/fd4e0f7d/2024-2025/Lens-Stats"
2025,"Leverkusen","Bundesliga","team",23,34,21589,19979,1546,409,67,114,735,622,216,115,47,0,18301,64,320,"https://fbref.com/en/squads/c7a9f859/2024-2025/Bayer-Leverkusen-Stats"
2025,"Leverkusen","Bundesliga","opponent",23,34,14768,13319,1386,368,39,63,443,533,116,61,45,1,11597,63,255,"https://fbref.com/en/squads/c7a9f859/2024-2025/Bayer-Leverkusen-Stats"
2025,"Lille","Ligue 1","team",27,34,19728,18220,1460,415,42,101,535,602,168,50,70,1,16765,48,308,"https://fbref.com/en/squads/cb188c0c/2024-2025/Lille-Stats"
2025,"Lille","Ligue 1","opponent",27,34,14644,13118,1471,443,37,97,482,584,142,66,51,0,11769,55,256,"https://fbref.com/en/squads/cb188c0c/2024-2025/Lille-Stats"
2025,"Liverpool","Premier League","team",24,38,21758,19998,1700,448,69,128,729,682,252,145,72,1,18303,60,330,"https://fbref.com/en/squads/822bd0ba/2024-2025/Liverpool-Stats"
2025,"Liverpool","Premier League","opponent",24,38,15957,14217,1644,465,66,73,500,569,139,81,21,5,12622,96,312,"https://fbref.com/en/squads/822bd0ba/2024-2025/Liverpool-Stats"
2025,"Lyon","Ligue 1","team",31,34,19063,17487,1505,416,61,112,598,606,185,79,75,0,16061,71,353,"https://fbref.com/en/squads/d53c0b06/2024-2025/Lyon-Stats"
2025,"Lyon","Ligue 1","opponent",31,34,14734,13176,1504,455,57,106,549,566,159,73,63,0,11925,54,265,"https://fbref.com/en/squads/d53c0b06/2024-2025/Lyon-Stats"
2025,"Mainz 05","Bundesliga","team",25,34,16434,14771,1585,378,43,73,658,716,165,58,74,6,12478,78,379,"https://fbref.com/en/squads/a224b06a/2024-2025/Mainz-05-Stats"
2025,"Mainz 05","Bundesliga","opponent",25,34,16234,14482,1703,469,48,58,656,691,173,84,72,0,12368,49,314,"https://fbref.com/en/squads/a224b06a/2024-2025/Mainz-05-Stats"
2025,"Mallorca","La Liga","team",28,38,16224,14337,1809,471,44,93,735,757,145,58,73,3,12613,78,292,"https://fbref.com/en/squads/2aa12281/2024-2025/Mallorca-Stats"
2025,"Mallorca","La Liga","opponent",28,38,18666,16782,1843,526,43,136,821,723,241,113,55,3,14980,41,306,"https://fbref.com/en/squads/2aa12281/2024-2025/Mallorca-Stats"
2025,"Manchester City","Premier League","team",30,38,24443,22822,1576,449,86,90,659,603,253,127,37,4,21531,45,341,"https://fbref.com/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats"
2025,"Manchester City","Premier League","opponent",30,38,15459,14002,1372,323,67,92,455,521,123,80,19,8,12668,85,273,"https://fbref.com/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats"
2025,"Manchester Utd","Premier League","team",31,38,20415,18750,1596,414,94,107,630,646,197,96,45,11,16837,69,355,"https://fbref.com/en/squads/19538871/2024-2025/Manchester-United-Stats"
2025,"Manchester Utd","Premier League","opponent",31,38,17770,16138,1575,451,61,73,598,605,180,114,29,4,14277,57,323,"https://fbref.com/en/squads/19538871/2024-2025/Manchester-United-Stats"
2025,"Marseille","Ligue 1","team",32,34,23240,21718,1469,454,58,75,609,578,177,80,69,0,20427,53,328,"https://fbref.com/en/squads/5725cc7b/2024-2025/Marseille-Stats"
2025,"Marseille","Ligue 1","opponent",32,34,13334,11915,1327,423,62,77,385,450,106,45,39,0,10643,92,216,"https://fbref.com/en/squads/5725cc7b/2024-2025/Marseille-Stats"
2025,"Milan","Serie A","team",35,38,19101,17400,1641,524,90,85,634,544,217,134,18,0,16335,60,248,"https://fbref.com/en/squads/dc56fe14/2024-2025/Milan-Stats"
2025,"Milan","Serie A","opponent",35,38,16519,14811,1613,453,60,122,590,588,159,64,60,0,13716,95,232,"https://fbref.com/en/squads/dc56fe14/2024-2025/Milan-Stats"
2025,"Monaco","Ligue 1","team",28,34,17916,16257,1590,494,88,88,563,622,184,87,70,0,14561,69,288,"https://fbref.com/en/squads/fd6114db/2024-2025/Monaco-Stats"
2025,"Monaco","Ligue 1","opponent",28,34,14908,13223,1636,517,45,121,498,619,118,63,34,0,11573,49,315,"https://fbref.com/en/squads/fd6114db/2024-2025/Monaco-Stats"
2025,"Montpellier","Ligue 1","team",35,34,14420,12786,1569,460,45,109,646,575,155,55,75,0,11442,65,276,"https://fbref.com/en/squads/281b0e73/2024-2025/Montpellier-Stats"
2025,"Montpellier","Ligue 1","opponent",35,34,17484,15960,1486,459,49,66,564,582,174,63,74,0,14766,38,272,"https://fbref.com/en/squads/281b0e73/2024-2025/Montpellier-Stats"
2025,"Monza","Serie A","team",36,38,17515,15688,1773,575,30,78,656,623,136,41,75,0,14248,54,296,"https://fbref.com/en/squads/21680aa4/2024-2025/Monza-Stats"
2025,"Monza","Serie A","opponent",36,38,18811,17102,1668,541,47,89,680,650,195,82,84,1,15588,41,281,"https://fbref.com/en/squads/21680aa4/2024-2025/Monza-Stats"
2025,"Nantes","Ligue 1","team",30,34,13956,12362,1563,437,28,46,611,658,143,67,61,0,10999,31,280,"https://fbref.com/en/squads/d7a486cd/2024-2025/Nantes-Stats"
2025,"Nantes","Ligue 1","opponent",30,34,21062,19434,1586,424,28,113,740,685,212,86,96,0,17979,42,337,"https://fbref.com/en/squads/d7a486cd/2024-2025/Nantes-Stats"
2025,"Napoli","Serie A","team",27,38,20033,18236,1742,487,48,88,681,721,209,137,43,2,16894,55,340,"https://fbref.com/en/squads/d48ad4ff/2024-2025/Napoli-Stats"
2025,"Napoli","Serie A","opponent",27,38,16831,15220,1572,446,26,103,577,593,148,52,65,1,13635,39,255,"https://fbref.com/en/squads/d48ad4ff/2024-2025/Napoli-Stats"
2025,"Newcastle Utd","Premier League","team",24,38,18898,17088,1739,482,78,94,705,704,217,118,27,17,15416,71,351,"https://fbref.com/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats"
2025,"Newcastle Utd","Premier League","opponent",24,38,17858,16153,1662,449,71,73,651,595,202,100,51,1,14333,43,344,"https://fbref.com/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats"
2025,"Nice","Ligue 1","team",31,34,16103,14573,1474,440,88,62,599,556,170,60,72,0,13129,56,299,"https://fbref.com/en/squads/132ebc33/2024-2025/Nice-Stats"
2025,"Nice","Ligue 1","opponent",31,34,17860,16268,1564,425,38,67,604,605,180,72,64,1,14744,28,333,"https://fbref.com/en/squads/132ebc33/2024-2025/Nice-Stats"
2025,"Nott'ham Forest","Premier League","team",23,38,14366,12658,1617,436,59,62,621,615,159,71,76,0,10822,91,282,"https://fbref.com/en/squads/e4a775cb/2024-2025/Nottingham-Forest-Stats"
2025,"Nott'ham Forest","Premier League","opponent",23,38,20627,18867,1724,473,45,87,886,653,241,156,48,1,16965,36,328,"https://fbref.com/en/squads/e4a775cb/2024-2025/Nottingham-Forest-Stats"
2025,"Osasuna","La Liga","team",25,38,16028,14070,1892,487,28,133,819,831,175,64,50,2,12184,66,349,"https://fbref.com/en/squads/03c57e2b/2024-2025/Osasuna-Stats"
2025,"Osasuna","La Liga","opponent",25,38,18864,16877,1884,540,89,123,704,784,189,72,78,1,15229,103,324,"https://fbref.com/en/squads/03c57e2b/2024-2025/Osasuna-Stats"
2025,"Paris S-G","Ligue 1","team",28,34,25781,24296,1431,410,97,175,562,580,216,63,70,1,23156,54,308,"https://fbref.com/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats"
2025,"Paris S-G","Ligue 1","opponent",28,34,12016,10625,1318,343,39,71,386,451,111,55,33,0,9330,73,281,"https://fbref.com/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats"
2025,"Parma","Serie A","team",32,38,15805,14017,1757,568,43,75,427,602,168,55,33,1,12509,31,247,"https://fbref.com/en/squads/eab4234c/2024-2025/Parma-Stats"
2025,"Parma","Serie A","opponent",32,38,19940,18184,1637,412,57,117,856,661,223,82,82,2,16404,119,345,"https://fbref.com/en/squads/eab4234c/2024-2025/Parma-Stats"
2025,"RB Leipzig","Bundesliga","team",29,34,18207,16606,1518,394,80,50,563,630,161,61,66,1,14698,83,358,"https://fbref.com/en/squads/acbb6a5b/2024-2025/RB-Leipzig-Stats"
2025,"RB Leipzig","Bundesliga","opponent",29,34,16691,15060,1563,440,50,76,660,633,187,83,69,0,13082,68,394,"https://fbref.com/en/squads/acbb6a5b/2024-2025/RB-Leipzig-Stats"
2025,"Rayo Vallecano","La Liga","team",26,38,17861,15874,1908,436,46,112,769,868,202,107,65,0,13936,79,395,"https://fbref.com/en/squads/98e8af82/2024-2025/Rayo-Vallecano-Stats"
2025,"Rayo Vallecano","La Liga","opponent",26,38,16724,14603,2071,579,55,139,678,882,191,81,80,1,12793,50,379,"https://fbref.com/en/squads/98e8af82/2024-2025/Rayo-Vallecano-Stats"
2025,"Real Madrid","La Liga","team",30,38,24221,22370,1766,549,90,221,578,620,243,113,63,1,21356,85,316,"https://fbref.com/en/squads/53a2f082/2024-2025/Real-Madrid-Stats"
2025,"Real Madrid","La Liga","opponent",30,38,15895,14331,1521,397,40,120,554,533,161,78,49,0,12981,43,293,"https://fbref.com/en/squads/53a2f082/2024-2025/Real-Madrid-Stats"
2025,"Real Sociedad","La Liga","team",31,38,18759,16761,1916,513,33,146,740,832,216,78,95,0,14880,82,369,"https://fbref.com/en/squads/e31d1cd9/2024-2025/Real-Sociedad-Stats"
2025,"Real Sociedad","La Liga","opponent",31,38,16415,14418,1912,550,54,115,610,808,179,69,58,3,12635,85,345,"https://fbref.com/en/squads/e31d1cd9/2024-2025/Real-Sociedad-Stats"
2025,"Reims","Ligue 1","team",34,34,14602,13035,1508,432,38,94,611,576,134,56,58,0,11657,59,251,"https://fbref.com/en/squads/7fdd64e0/2024-2025/Reims-Stats"
2025,"Reims","Ligue 1","opponent",34,34,18726,17172,1498,432,67,82,707,565,197,84,73,2,15620,56,295,"https://fbref.com/en/squads/7fdd64e0/2024-2025/Reims-Stats"
2025,"Rennes","Ligue 1","team",35,34,16913,15272,1593,483,37,120,580,638,170,86,49,0,13914,48,307,"https://fbref.com/en/squads/b3072e00/2024-2025/Rennes-Stats"
2025,"Rennes","Ligue 1","opponent",35,34,16323,14708,1526,468,51,107,510,630,128,53,52,0,13238,89,280,"https://fbref.com/en/squads/b3072e00/2024-2025/Rennes-Stats"
2025,"Roma","Serie A","team",28,38,20265,18489,1717,525,50,93,636,687,170,74,65,2,17016,59,287,"https://fbref.com/en/squads/cf74a709/2024-2025/Roma-Stats"
2025,"Roma","Serie A","opponent",28,38,17333,15720,1566,443,38,75,617,599,152,66,58,0,14165,47,259,"https://fbref.com/en/squads/cf74a709/2024-2025/Roma-Stats"
2025,"Saint-Étienne","Ligue 1","team",32,34,15954,14389,1519,425,51,48,402,590,129,37,55,0,13001,46,261,"https://fbref.com/en/squads/d298ef2c/2024-2025/Saint-Etienne-Stats"
2025,"Saint-Étienne","Ligue 1","opponent",32,34,18133,16515,1560,457,67,158,692,641,195,85,70,0,15120,58,311,"https://fbref.com/en/squads/d298ef2c/2024-2025/Saint-Etienne-Stats"
2025,"Sevilla","La Liga","team",35,38,18057,16196,1791,473,40,130,612,778,185,109,33,1,14432,70,314,"https://fbref.com/en/squads/ad2be733/2024-2025/Sevilla-Stats"
2025,"Sevilla","La Liga","opponent",35,38,17994,16003,1929,541,62,132,661,828,165,66,63,1,14301,62,329,"https://fbref.com/en/squads/ad2be733/2024-2025/Sevilla-Stats"
2025,"Southampton","Premier League","team",36,38,18561,16979,1533,468,43,60,548,493,152,102,33,0,15530,49,272,"https://fbref.com/en/squads/33c895d4/2024-2025/Southampton-Stats"
2025,"Southampton","Premier League","opponent",36,38,19683,18108,1526,474,73,70,758,570,242,151,40,4,16575,49,287,"https://fbref.com/en/squads/33c895d4/2024-2025/Southampton-Stats"
2025,"St. Pauli","Bundesliga","team",28,34,15300,13659,1575,421,31,60,600,692,148,66,55,2,11751,66,303,"https://fbref.com/en/squads/54864664/2024-2025/St-Pauli-Stats"
2025,"St. Pauli","Bundesliga","opponent",28,34,19511,17842,1595,396,58,86,562,732,154,90,38,0,16017,74,349,"https://fbref.com/en/squads/54864664/2024-2025/St-Pauli-Stats"
2025,"Strasbourg","Ligue 1","team",30,34,17462,15928,1486,485,58,46,496,543,140,64,57,0,14667,48,253,"https://fbref.com/en/squads/c0d3eab4/2024-2025/Strasbourg-Stats"
2025,"Strasbourg","Ligue 1","opponent",30,34,17314,15791,1455,418,56,117,700,588,164,55,81,0,14255,68,312,"https://fbref.com/en/squads/c0d3eab4/2024-2025/Strasbourg-Stats"
2025,"Stuttgart","Bundesliga","team",29,34,19767,18113,1592,488,63,72,637,623,180,72,47,3,16513,62,289,"https://fbref.com/en/squads/598bc722/2024-2025/Stuttgart-Stats"
2025,"Stuttgart","Bundesliga","opponent",29,34,14746,13145,1519,402,50,54,531,602,161,89,50,0,11408,82,331,"https://fbref.com/en/squads/598bc722/2024-2025/Stuttgart-Stats"
2025,"Torino","Serie A","team",31,38,17008,15278,1673,443,26,83,675,676,158,95,51,0,13578,57,274,"https://fbref.com/en/squads/105360fe/2024-2025/Torino-Stats"
2025,"Torino","Serie A","opponent",31,38,18718,16969,1699,519,53,100,767,678,194,80,66,0,15347,50,269,"https://fbref.com/en/squads/105360fe/2024-2025/Torino-Stats"
2025,"Tottenham","Premier League","team",31,38,19960,18013,1884,561,54,70,752,705,243,108,66,0,16513,63,437,"https://fbref.com/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats"
2025,"Tottenham","Premier League","opponent",31,38,16529,14781,1661,490,63,100,697,593,206,121,47,2,13104,87,350,"https://fbref.com/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats"
2025,"Toulouse","Ligue 1","team",27,34,14867,13229,1592,463,44,95,580,657,163,93,52,0,11674,46,287,"https://fbref.com/en/squads/3f8c4b5f/2024-2025/Toulouse-Stats"
2025,"Toulouse","Ligue 1","opponent",27,34,18518,16981,1496,469,42,73,556,577,128,47,51,0,15399,41,273,"https://fbref.com/en/squads/3f8c4b5f/2024-2025/Toulouse-Stats"
2025,"Udinese","Serie A","team",31,38,16279,14543,1686,465,25,92,679,683,178,64,73,2,12945,50,269,"https://fbref.com/en/squads/04eea015/2024-2025/Udinese-Stats"
2025,"Udinese","Serie A","opponent",31,38,18221,16283,1854,569,53,86,677,730,203,89,68,0,14788,84,320,"https://fbref.com/en/squads/04eea015/2024-2025/Udinese-Stats"
2025,"Union Berlin","Bundesliga","team",28,34,13705,12135,1503,353,16,53,608,655,152,66,71,4,9960,67,335,"https://fbref.com/en/squads/7a41008f/2024-2025/Union-Berlin-Stats"
2025,"Union Berlin","Bundesliga","opponent",28,34,20253,18532,1679,466,47,78,723,717,167,69,61,3,16465,42,352,"https://fbref.com/en/squads/7a41008f/2024-2025/Union-Berlin-Stats"
2025,"Valencia","La Liga","team",32,38,17708,15738,1898,566,38,128,763,770,186,69,74,3,13938,72,395,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valencia","La Liga","opponent",32,38,18992,17048,1837,485,78,139,691,801,190,79,57,2,15307,107,328,"https://fbref.com/en/squads/dcc91a7b/2024-2025/Valencia-Stats"
2025,"Valladolid","La Liga","team",38,38,15387,13486,1834,544,37,126,671,647,156,81,38,2,12052,67,265,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Valladolid","La Liga","opponent",38,38,20501,18714,1727,489,62,99,743,751,195,76,80,0,17117,60,353,"https://fbref.com/en/squads/17859612/2024-2025/Valladolid-Stats"
2025,"Venezia","Serie A","team",36,38,15155,13224,1873,526,35,87,529,769,142,60,46,0,11573,58,301,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Venezia","Serie A","opponent",36,38,18608,16715,1830,531,46,95,765,760,223,106,81,1,14934,63,354,"https://fbref.com/en/squads/af5d5982/2024-2025/Venezia-Stats"
2025,"Villarreal","La Liga","team",31,38,17825,16035,1713,513,78,124,674,633,183,77,60,2,14532,77,318,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Villarreal","La Liga","opponent",31,38,19916,18105,1769,495,40,191,782,655,180,70,59,0,16617,42,377,"https://fbref.com/en/squads/2a8183b3/2024-2025/Villarreal-Stats"
2025,"Werder Bremen","Bundesliga","team",23,34,17550,15860,1618,468,57,87,667,660,161,63,77,1,13999,72,355,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"Werder Bremen","Bundesliga","opponent",23,34,17808,16227,1509,375,64,50,593,634,162,84,50,2,14300,72,348,"https://fbref.com/en/squads/62add3bf/2024-2025/Werder-Bremen-Stats"
2025,"West Ham","Premier League","team",27,38,18363,16678,1612,437,53,133,613,612,152,82,57,1,14820,73,343,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"West Ham","Premier League","opponent",27,38,19489,17708,1726,494,79,79,811,701,208,108,44,7,15814,55,324,"https://fbref.com/en/squads/7c21e445/2024-2025/West-Ham-United-Stats"
2025,"Wolfsburg","Bundesliga","team",27,34,15088,13434,1605,424,46,120,574,644,165,99,63,1,11590,49,336,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolfsburg","Bundesliga","opponent",27,34,17731,16046,1617,373,42,72,646,719,178,81,57,6,14240,68,340,"https://fbref.com/en/squads/4eaa11d7/2024-2025/Wolfsburg-Stats"
2025,"Wolves","Premier League","team",32,38,17884,16133,1689,495,55,122,568,696,147,98,31,3,14472,62,328,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
2025,"Wolves","Premier League","opponent",32,38,19341,17527,1738,510,62,78,714,659,217,133,43,0,15875,76,353,"https://fbref.com/en/squads/8cec06e1/2024-2025/Wolverhampton-Wanderers-Stats"
